checks,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
delete_owner_duration,1744829498,90.6283,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829498,4.0045,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829498,4.514,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829498,4.1982,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,87.9898,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.8718,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.1824,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,96.0449,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.9445,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.9445,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.4289,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,95.3614,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,96.2264,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.1543,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,94.0058,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.6437,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.6437,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.6046,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,4.1717,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,6.7581,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,87.1647,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,87.6968,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.6382,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.6334,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.7651,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.7921,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.5864,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.5802,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.6484,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,3.6484,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829499,2.8384,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,95.8706,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.6866,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,4.8079,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,95.3783,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,88.2425,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.6795,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.165,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.165,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.6869,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.102,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,5.865,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,86.1574,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.3865,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,6.8172,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,6.8172,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,2.6635,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,89.8508,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,91.9817,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,2.1377,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,93.701,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,88.9565,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,2.2548,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,93.9181,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.6803,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,4.199,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.7365,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829500,3.7365,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,93.7624,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.1329,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,2.6137,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.2219,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.7649,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.7649,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,4.1549,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,94.6029,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,2.6073,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,2.6073,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,93.6845,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,94.2013,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,94.7159,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.1945,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.7621,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,2.0879,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,94.1532,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.3499,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.8521,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.1936,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.1936,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,84.2677,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,94.982,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.5563,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,96.3708,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829501,3.751,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,85.0484,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.7046,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,4.263,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.7477,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,2.6934,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,2.6934,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.2243,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.3313,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.4246,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,93.9153,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,92.5085,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.3164,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.1478,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,6.3146,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,2.6417,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.1707,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,94.3627,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,94.3627,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,85.9244,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,5.7891,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,4.2055,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,94.3388,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,94.34,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,4.4338,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,2.6219,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.7294,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,5.8108,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,6.3375,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,5.7583,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829502,3.6274,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,84.0167,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,93.2735,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,96.9963,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,2.5897,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.138,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,93.7361,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,89.986,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,89.986,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,97.1944,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,92.4666,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.7201,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,4.2569,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,2.6798,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,97.0372,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,97.5689,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.9746,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,2.8494,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.2165,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,94.4292,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,93.8409,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,6.1891,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.779,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.779,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,3.1759,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829503,2.6172,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,93.7703,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.303,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,87.5373,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,94.0946,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.7545,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.2214,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.1427,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,2.6354,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.7084,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.2044,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,2.6618,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.1775,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.4625,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,9.7163,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,84.0099,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,85.6673,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.824,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,2.6036,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,2.7525,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.1518,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,4.3762,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.4383,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.1565,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,5.8755,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,3.1619,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,2.129,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829504,2.129,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,95.1835,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,93.5379,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,86.0891,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.1263,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.8632,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.8632,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,4.652,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.599,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.2037,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,97.8568,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,98.4586,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.7447,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.374,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,95.0795,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,6.1803,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,4.1098,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,96.0083,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,97.0357,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.1917,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,93.9381,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,94.0504,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.469,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829505,3.7389,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.4063,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.4063,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.4063,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.3897,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,94.1385,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.6985,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.6139,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.6139,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.673,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,85.2374,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.1613,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.6351,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.1448,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,94.3502,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.2633,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.6305,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.1526,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.1806,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,2.635,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,88.2979,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.6916,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.6916,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.138,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,3.138,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,87.4319,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,84.277,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829506,85.8536,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,94.7458,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,95.3004,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,5.2805,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,4.668,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,89.2225,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,90.6356,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,88.5626,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,89.0799,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,2.9973,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,93.802,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,93.9505,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,94.9715,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,88.6985,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.9338,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.9338,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.9338,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,93.285,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,94.4573,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.1753,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,85.2234,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.2267,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.7623,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,3.2277,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,97.2784,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,96.7793,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829507,97.8242,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.9431,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7304,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,93.958,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7025,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7025,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7025,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,84.8246,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7841,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7246,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7365,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,5.6452,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.1451,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,4.7216,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.1237,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,4.1603,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,2.6583,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,97.0429,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.2687,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,83.8325,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,86.9862,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,7.0236,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.1907,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.1907,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7156,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829508,3.7832,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,95.77,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,95.7308,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,96.4756,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,3.8925,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,3.8925,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,2.6726,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,5.2808,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,94.1988,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,87.0071,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,6.5399,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,4.7262,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,4.1307,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,3.1769,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,93.3476,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,94.4204,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,84.6936,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,4.2712,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
delete_owner_duration,1744829509,2.6371,,,,,::Create Owner::Delete Owner,,,,default,,,,,,,
